origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ARI incidence,2026-03-01,2,LT,quantile,0.6,1148.728
2026-02-25,ARI incidence,2026-03-08,3,LT,quantile,0.6,1157.9541
2026-02-25,ARI incidence,2026-03-15,4,LT,quantile,0.6,1149.2075
2026-02-25,ARI incidence,2026-02-22,1,LU,quantile,0.6,15863.027
2026-02-25,ARI incidence,2026-03-01,2,LU,quantile,0.6,15591.041
2026-02-25,ARI incidence,2026-03-08,3,LU,quantile,0.6,15443.609
2026-02-25,ARI incidence,2026-03-15,4,LU,quantile,0.6,15290.674
2026-02-25,ARI incidence,2026-02-22,1,LV,quantile,0.6,1685.0449
2026-02-25,ARI incidence,2026-03-01,2,LV,quantile,0.6,1728.6957
2026-02-25,ARI incidence,2026-03-08,3,LV,quantile,0.6,1686.286
2026-02-25,ARI incidence,2026-03-15,4,LV,quantile,0.6,1564.3093
2026-02-25,ARI incidence,2026-02-22,1,NL,quantile,0.6,194.59988
2026-02-25,ARI incidence,2026-03-01,2,NL,quantile,0.6,193.76624
2026-02-25,ARI incidence,2026-03-08,3,NL,quantile,0.6,188.95276
2026-02-25,ARI incidence,2026-03-15,4,NL,quantile,0.6,186.38928
2026-02-25,ARI incidence,2026-02-22,1,PT,quantile,0.6,46.686893
2026-02-25,ARI incidence,2026-03-01,2,PT,quantile,0.6,42.031715
2026-02-25,ARI incidence,2026-03-08,3,PT,quantile,0.6,36.91068
2026-02-25,ARI incidence,2026-03-15,4,PT,quantile,0.6,37.813065
2026-02-25,ARI incidence,2026-02-22,1,RO,quantile,0.6,833.4944
2026-02-25,ARI incidence,2026-03-01,2,RO,quantile,0.6,806.6491
2026-02-25,ARI incidence,2026-03-08,3,RO,quantile,0.6,822.62317
2026-02-25,ARI incidence,2026-03-15,4,RO,quantile,0.6,879.7178
2026-02-25,ARI incidence,2026-02-22,1,SI,quantile,0.6,1641.7424
2026-02-25,ARI incidence,2026-03-01,2,SI,quantile,0.6,1641.1295
2026-02-25,ARI incidence,2026-03-08,3,SI,quantile,0.6,1609.4667
2026-02-25,ARI incidence,2026-03-15,4,SI,quantile,0.6,1593.1272
2026-02-25,ARI incidence,2026-02-22,1,SK,quantile,0.6,1862.2578
2026-02-25,ARI incidence,2026-03-01,2,SK,quantile,0.6,1808.2632
2026-02-25,ARI incidence,2026-03-08,3,SK,quantile,0.6,1749.9183
2026-02-25,ARI incidence,2026-03-15,4,SK,quantile,0.6,1711.529
2026-02-25,ARI incidence,2026-02-22,1,GB-ENG,quantile,0.6,305.28156
2026-02-25,ARI incidence,2026-03-01,2,GB-ENG,quantile,0.6,300.08893
2026-02-25,ARI incidence,2026-03-08,3,GB-ENG,quantile,0.6,293.867
2026-02-25,ARI incidence,2026-03-15,4,GB-ENG,quantile,0.6,284.15463
2026-02-25,ARI incidence,2026-02-22,1,GB-NIR,quantile,0.6,201.17816
2026-02-25,ARI incidence,2026-03-01,2,GB-NIR,quantile,0.6,198.51015
2026-02-25,ARI incidence,2026-03-08,3,GB-NIR,quantile,0.6,195.92926
2026-02-25,ARI incidence,2026-03-15,4,GB-NIR,quantile,0.6,191.7135
2026-02-25,ARI incidence,2026-02-22,1,GB-SCT,quantile,0.6,190.75586
2026-02-25,ARI incidence,2026-03-01,2,GB-SCT,quantile,0.6,192.9274
2026-02-25,ARI incidence,2026-03-08,3,GB-SCT,quantile,0.6,191.8732
2026-02-25,ARI incidence,2026-03-15,4,GB-SCT,quantile,0.6,187.06187
2026-02-25,ARI incidence,2026-02-22,1,GB-WLS,quantile,0.6,159.38126
2026-02-25,ARI incidence,2026-03-01,2,GB-WLS,quantile,0.6,159.04733
2026-02-25,ARI incidence,2026-03-08,3,GB-WLS,quantile,0.6,158.74678
2026-02-25,ARI incidence,2026-03-15,4,GB-WLS,quantile,0.6,155.56317
2026-02-25,ARI incidence,2026-02-22,1,BG,quantile,0.65,994.40216
2026-02-25,ARI incidence,2026-03-01,2,BG,quantile,0.65,939.7214
2026-02-25,ARI incidence,2026-03-08,3,BG,quantile,0.65,890.5089
2026-02-25,ARI incidence,2026-03-15,4,BG,quantile,0.65,908.5331
2026-02-25,ARI incidence,2026-02-22,1,CY,quantile,0.65,18649.66
2026-02-25,ARI incidence,2026-03-01,2,CY,quantile,0.65,18150.707
2026-02-25,ARI incidence,2026-03-08,3,CY,quantile,0.65,17341.797
2026-02-25,ARI incidence,2026-03-15,4,CY,quantile,0.65,16623.504
2026-02-25,ARI incidence,2026-02-22,1,CZ,quantile,0.65,1105.3612
2026-02-25,ARI incidence,2026-03-01,2,CZ,quantile,0.65,1104.2255
2026-02-25,ARI incidence,2026-03-08,3,CZ,quantile,0.65,1096.254
2026-02-25,ARI incidence,2026-03-15,4,CZ,quantile,0.65,1075.688
2026-02-25,ARI incidence,2026-02-22,1,DE,quantile,0.65,1809.7258
2026-02-25,ARI incidence,2026-03-01,2,DE,quantile,0.65,1799.8372
2026-02-25,ARI incidence,2026-03-08,3,DE,quantile,0.65,1751.5598
2026-02-25,ARI incidence,2026-03-15,4,DE,quantile,0.65,1678.5071
2026-02-25,ARI incidence,2026-02-22,1,EE,quantile,0.65,300.2725
2026-02-25,ARI incidence,2026-03-01,2,EE,quantile,0.65,300.15698
2026-02-25,ARI incidence,2026-03-08,3,EE,quantile,0.65,296.16168
2026-02-25,ARI incidence,2026-03-15,4,EE,quantile,0.65,291.35507
2026-02-25,ARI incidence,2026-02-22,1,ES,quantile,0.65,460.93826
2026-02-25,ARI incidence,2026-03-01,2,ES,quantile,0.65,460.67828
2026-02-25,ARI incidence,2026-03-08,3,ES,quantile,0.65,462.81177
2026-02-25,ARI incidence,2026-03-15,4,ES,quantile,0.65,461.0822
2026-02-25,ARI incidence,2026-02-22,1,FI,quantile,0.65,2912.8818
2026-02-25,ARI incidence,2026-03-01,2,FI,quantile,0.65,2907.4727
2026-02-25,ARI incidence,2026-03-08,3,FI,quantile,0.65,2870.8752
2026-02-25,ARI incidence,2026-03-15,4,FI,quantile,0.65,2843.5076
2026-02-25,ARI incidence,2026-02-22,1,FR,quantile,0.65,249.85939
2026-02-25,ARI incidence,2026-03-01,2,FR,quantile,0.65,202.014
2026-02-25,ARI incidence,2026-03-08,3,FR,quantile,0.65,189.74164
2026-02-25,ARI incidence,2026-03-15,4,FR,quantile,0.65,181.0661
2026-02-25,ARI incidence,2026-02-22,1,HU,quantile,0.65,2925.0664
2026-02-25,ARI incidence,2026-03-01,2,HU,quantile,0.65,2878.0803
2026-02-25,ARI incidence,2026-03-08,3,HU,quantile,0.65,2709.8467
2026-02-25,ARI incidence,2026-03-15,4,HU,quantile,0.65,2366.7183
2026-02-25,ARI incidence,2026-02-22,1,IE,quantile,0.65,72.2363
2026-02-25,ARI incidence,2026-03-01,2,IE,quantile,0.65,71.81132
2026-02-25,ARI incidence,2026-03-08,3,IE,quantile,0.65,71.13445
2026-02-25,ARI incidence,2026-03-15,4,IE,quantile,0.65,69.245605
2026-02-25,ARI incidence,2026-02-22,1,IS,quantile,0.65,85.68326
2026-02-25,ARI incidence,2026-03-01,2,IS,quantile,0.65,88.74016
2026-02-25,ARI incidence,2026-03-08,3,IS,quantile,0.65,90.566185
2026-02-25,ARI incidence,2026-03-15,4,IS,quantile,0.65,91.27435
2026-02-25,ARI incidence,2026-02-22,1,IT,quantile,0.65,841.15015
2026-02-25,ARI incidence,2026-03-01,2,IT,quantile,0.65,825.68317
2026-02-25,ARI incidence,2026-03-08,3,IT,quantile,0.65,817.70416
2026-02-25,ARI incidence,2026-03-15,4,IT,quantile,0.65,808.25183
2026-02-25,ARI incidence,2026-02-22,1,LT,quantile,0.65,1146.6365
2026-02-25,ARI incidence,2026-03-01,2,LT,quantile,0.65,1167.1948
2026-02-25,ARI incidence,2026-03-08,3,LT,quantile,0.65,1179.7004
2026-02-25,ARI incidence,2026-03-15,4,LT,quantile,0.65,1172.375
2026-02-25,ARI incidence,2026-02-22,1,LU,quantile,0.65,16219.556
2026-02-25,ARI incidence,2026-03-01,2,LU,quantile,0.65,15974.079
2026-02-25,ARI incidence,2026-03-08,3,LU,quantile,0.65,15868.945
2026-02-25,ARI incidence,2026-03-15,4,LU,quantile,0.65,15723.16
2026-02-25,ARI incidence,2026-02-22,1,LV,quantile,0.65,1706.6174
2026-02-25,ARI incidence,2026-03-01,2,LV,quantile,0.65,1755.3137
2026-02-25,ARI incidence,2026-03-08,3,LV,quantile,0.65,1718.1266
2026-02-25,ARI incidence,2026-03-15,4,LV,quantile,0.65,1600.6432
2026-02-25,ARI incidence,2026-02-22,1,NL,quantile,0.65,202.00906
2026-02-25,ARI incidence,2026-03-01,2,NL,quantile,0.65,201.69215
2026-02-25,ARI incidence,2026-03-08,3,NL,quantile,0.65,197.39555
2026-02-25,ARI incidence,2026-03-15,4,NL,quantile,0.65,195.28581
2026-02-25,ARI incidence,2026-02-22,1,PT,quantile,0.65,51.438423
2026-02-25,ARI incidence,2026-03-01,2,PT,quantile,0.65,46.767117
2026-02-25,ARI incidence,2026-03-08,3,PT,quantile,0.65,41.625267
2026-02-25,ARI incidence,2026-03-15,4,PT,quantile,0.65,42.495842
2026-02-25,ARI incidence,2026-02-22,1,RO,quantile,0.65,844.6486
2026-02-25,ARI incidence,2026-03-01,2,RO,quantile,0.65,819.6778
2026-02-25,ARI incidence,2026-03-08,3,RO,quantile,0.65,837.26324
2026-02-25,ARI incidence,2026-03-15,4,RO,quantile,0.65,895.256
2026-02-25,ARI incidence,2026-02-22,1,SI,quantile,0.65,1666.2306
2026-02-25,ARI incidence,2026-03-01,2,SI,quantile,0.65,1672.4143
2026-02-25,ARI incidence,2026-03-08,3,SI,quantile,0.65,1645.7019
2026-02-25,ARI incidence,2026-03-15,4,SI,quantile,0.65,1633.5535
2026-02-25,ARI incidence,2026-02-22,1,SK,quantile,0.65,1878.0077
2026-02-25,ARI incidence,2026-03-01,2,SK,quantile,0.65,1827.4663
2026-02-25,ARI incidence,2026-03-08,3,SK,quantile,0.65,1772.1407
2026-02-25,ARI incidence,2026-03-15,4,SK,quantile,0.65,1736.446
2026-02-25,ARI incidence,2026-02-22,1,GB-ENG,quantile,0.65,308.09888
2026-02-25,ARI incidence,2026-03-01,2,GB-ENG,quantile,0.65,303.44125
2026-02-25,ARI incidence,2026-03-08,3,GB-ENG,quantile,0.65,297.89633
2026-02-25,ARI incidence,2026-03-15,4,GB-ENG,quantile,0.65,288.59866
2026-02-25,ARI incidence,2026-02-22,1,GB-NIR,quantile,0.65,203.52864
2026-02-25,ARI incidence,2026-03-01,2,GB-NIR,quantile,0.65,201.36087
2026-02-25,ARI incidence,2026-03-08,3,GB-NIR,quantile,0.65,199.24843
2026-02-25,ARI incidence,2026-03-15,4,GB-NIR,quantile,0.65,195.41888
2026-02-25,ARI incidence,2026-02-22,1,GB-SCT,quantile,0.65,193.95583
2026-02-25,ARI incidence,2026-03-01,2,GB-SCT,quantile,0.65,196.74478
2026-02-25,ARI incidence,2026-03-08,3,GB-SCT,quantile,0.65,196.31345
2026-02-25,ARI incidence,2026-03-15,4,GB-SCT,quantile,0.65,191.82826
2026-02-25,ARI incidence,2026-02-22,1,GB-WLS,quantile,0.65,164.71336
2026-02-25,ARI incidence,2026-03-01,2,GB-WLS,quantile,0.65,165.04843
2026-02-25,ARI incidence,2026-03-08,3,GB-WLS,quantile,0.65,165.44952
2026-02-25,ARI incidence,2026-03-15,4,GB-WLS,quantile,0.65,162.71657
2026-02-25,ARI incidence,2026-02-22,1,BG,quantile,0.7,1007.4149
2026-02-25,ARI incidence,2026-03-01,2,BG,quantile,0.7,953.695
2026-02-25,ARI incidence,2026-03-08,3,BG,quantile,0.7,906.67535
2026-02-25,ARI incidence,2026-03-15,4,BG,quantile,0.7,926.69714
2026-02-25,ARI incidence,2026-02-22,1,CY,quantile,0.7,19256.84
2026-02-25,ARI incidence,2026-03-01,2,CY,quantile,0.7,18800.727
2026-02-25,ARI incidence,2026-03-08,3,CY,quantile,0.7,18024.662
2026-02-25,ARI incidence,2026-03-15,4,CY,quantile,0.7,17319.732
2026-02-25,ARI incidence,2026-02-22,1,CZ,quantile,0.7,1116.1908
2026-02-25,ARI incidence,2026-03-01,2,CZ,quantile,0.7,1117.1348
2026-02-25,ARI incidence,2026-03-08,3,CZ,quantile,0.7,1110.5325
2026-02-25,ARI incidence,2026-03-15,4,CZ,quantile,0.7,1095.0286
2026-02-25,ARI incidence,2026-02-22,1,DE,quantile,0.7,1838.9595
2026-02-25,ARI incidence,2026-03-01,2,DE,quantile,0.7,1831.0332
2026-02-25,ARI incidence,2026-03-08,3,DE,quantile,0.7,1787.5884
2026-02-25,ARI incidence,2026-03-15,4,DE,quantile,0.7,1721.2648
2026-02-25,ARI incidence,2026-02-22,1,EE,quantile,0.7,305.7406
2026-02-25,ARI incidence,2026-03-01,2,EE,quantile,0.7,307.37305
2026-02-25,ARI incidence,2026-03-08,3,EE,quantile,0.7,305.0242
2026-02-25,ARI incidence,2026-03-15,4,EE,quantile,0.7,301.03644
2026-02-25,ARI incidence,2026-02-22,1,ES,quantile,0.7,467.859
2026-02-25,ARI incidence,2026-03-01,2,ES,quantile,0.7,469.86752
2026-02-25,ARI incidence,2026-03-08,3,ES,quantile,0.7,473.92255
2026-02-25,ARI incidence,2026-03-15,4,ES,quantile,0.7,473.31506
2026-02-25,ARI incidence,2026-02-22,1,FI,quantile,0.7,2960.108
2026-02-25,ARI incidence,2026-03-01,2,FI,quantile,0.7,2963.2856
2026-02-25,ARI incidence,2026-03-08,3,FI,quantile,0.7,2932.977
2026-02-25,ARI incidence,2026-03-15,4,FI,quantile,0.7,2909.2788
2026-02-25,ARI incidence,2026-02-22,1,FR,quantile,0.7,255.33786
2026-02-25,ARI incidence,2026-03-01,2,FR,quantile,0.7,208.00938
2026-02-25,ARI incidence,2026-03-08,3,FR,quantile,0.7,196.64299
2026-02-25,ARI incidence,2026-03-15,4,FR,quantile,0.7,188.94489
2026-02-25,ARI incidence,2026-02-22,1,HU,quantile,0.7,2951.6226
2026-02-25,ARI incidence,2026-03-01,2,HU,quantile,0.7,2907.999
2026-02-25,ARI incidence,2026-03-08,3,HU,quantile,0.7,2747.6926
2026-02-25,ARI incidence,2026-03-15,4,HU,quantile,0.7,2408.2524
2026-02-25,ARI incidence,2026-02-22,1,IE,quantile,0.7,73.67987
2026-02-25,ARI incidence,2026-03-01,2,IE,quantile,0.7,73.43803
2026-02-25,ARI incidence,2026-03-08,3,IE,quantile,0.7,73.04091
2026-02-25,ARI incidence,2026-03-15,4,IE,quantile,0.7,71.34816
2026-02-25,ARI incidence,2026-02-22,1,IS,quantile,0.7,87.65917
2026-02-25,ARI incidence,2026-03-01,2,IS,quantile,0.7,91.25696
2026-02-25,ARI incidence,2026-03-08,3,IS,quantile,0.7,93.520325
2026-02-25,ARI incidence,2026-03-15,4,IS,quantile,0.7,94.64016
2026-02-25,ARI incidence,2026-02-22,1,IT,quantile,0.7,852.5661
2026-02-25,ARI incidence,2026-03-01,2,IT,quantile,0.7,840.1915
2026-02-25,ARI incidence,2026-03-08,3,IT,quantile,0.7,835.4458
2026-02-25,ARI incidence,2026-03-15,4,IT,quantile,0.7,829.5099
2026-02-25,ARI incidence,2026-02-22,1,LT,quantile,0.7,1164.3065
2026-02-25,ARI incidence,2026-03-01,2,LT,quantile,0.7,1188.144
2026-02-25,ARI incidence,2026-03-08,3,LT,quantile,0.7,1204.0747
2026-02-25,ARI incidence,2026-03-15,4,LT,quantile,0.7,1200.3533
2026-02-25,ARI incidence,2026-02-22,1,LU,quantile,0.7,16660.846
2026-02-25,ARI incidence,2026-03-01,2,LU,quantile,0.7,16439.406
2026-02-25,ARI incidence,2026-03-08,3,LU,quantile,0.7,16375.623
2026-02-25,ARI incidence,2026-03-15,4,LU,quantile,0.7,16234.848
2026-02-25,ARI incidence,2026-02-22,1,LV,quantile,0.7,1732.9479
2026-02-25,ARI incidence,2026-03-01,2,LV,quantile,0.7,1786.902
2026-02-25,ARI incidence,2026-03-08,3,LV,quantile,0.7,1754.0311
2026-02-25,ARI incidence,2026-03-15,4,LV,quantile,0.7,1642.3641
2026-02-25,ARI incidence,2026-02-22,1,NL,quantile,0.7,210.81743
2026-02-25,ARI incidence,2026-03-01,2,NL,quantile,0.7,211.17526
2026-02-25,ARI incidence,2026-03-08,3,NL,quantile,0.7,207.41216
2026-02-25,ARI incidence,2026-03-15,4,NL,quantile,0.7,205.60094
2026-02-25,ARI incidence,2026-02-22,1,PT,quantile,0.7,57.356514
2026-02-25,ARI incidence,2026-03-01,2,PT,quantile,0.7,52.61925
2026-02-25,ARI incidence,2026-03-08,3,PT,quantile,0.7,47.416653
2026-02-25,ARI incidence,2026-03-15,4,PT,quantile,0.7,48.238785
2026-02-25,ARI incidence,2026-02-22,1,RO,quantile,0.7,857.9966
2026-02-25,ARI incidence,2026-03-01,2,RO,quantile,0.7,834.8276
2026-02-25,ARI incidence,2026-03-08,3,RO,quantile,0.7,853.77563
2026-02-25,ARI incidence,2026-03-15,4,RO,quantile,0.7,913.8114
2026-02-25,ARI incidence,2026-02-22,1,SI,quantile,0.7,1696.1417
2026-02-25,ARI incidence,2026-03-01,2,SI,quantile,0.7,1709.5436
2026-02-25,ARI incidence,2026-03-08,3,SI,quantile,0.7,1686.8092
2026-02-25,ARI incidence,2026-03-15,4,SI,quantile,0.7,1678.8973
2026-02-25,ARI incidence,2026-02-22,1,SK,quantile,0.7,1898.3032
2026-02-25,ARI incidence,2026-03-01,2,SK,quantile,0.7,1849.7695
2026-02-25,ARI incidence,2026-03-08,3,SK,quantile,0.7,1798.1011
2026-02-25,ARI incidence,2026-03-15,4,SK,quantile,0.7,1765.9357
2026-02-25,ARI incidence,2026-02-22,1,GB-ENG,quantile,0.7,311.50586
2026-02-25,ARI incidence,2026-03-01,2,GB-ENG,quantile,0.7,307.34567
2026-02-25,ARI incidence,2026-03-08,3,GB-ENG,quantile,0.7,302.46265
2026-02-25,ARI incidence,2026-03-15,4,GB-ENG,quantile,0.7,293.58447
2026-02-25,ARI incidence,2026-02-22,1,GB-NIR,quantile,0.7,206.533
2026-02-25,ARI incidence,2026-03-01,2,GB-NIR,quantile,0.7,204.58228
2026-02-25,ARI incidence,2026-03-08,3,GB-NIR,quantile,0.7,202.85281
2026-02-25,ARI incidence,2026-03-15,4,GB-NIR,quantile,0.7,199.89906
2026-02-25,ARI incidence,2026-02-22,1,GB-SCT,quantile,0.7,197.88382
2026-02-25,ARI incidence,2026-03-01,2,GB-SCT,quantile,0.7,201.34
2026-02-25,ARI incidence,2026-03-08,3,GB-SCT,quantile,0.7,201.53055
2026-02-25,ARI incidence,2026-03-15,4,GB-SCT,quantile,0.7,197.44258
2026-02-25,ARI incidence,2026-02-22,1,GB-WLS,quantile,0.7,171.01595
2026-02-25,ARI incidence,2026-03-01,2,GB-WLS,quantile,0.7,172.06094
2026-02-25,ARI incidence,2026-03-08,3,GB-WLS,quantile,0.7,173.1507
2026-02-25,ARI incidence,2026-03-15,4,GB-WLS,quantile,0.7,170.82019
2026-02-25,ARI incidence,2026-02-22,1,BG,quantile,0.75,1020.0669
2026-02-25,ARI incidence,2026-03-01,2,BG,quantile,0.75,969.5946
2026-02-25,ARI incidence,2026-03-08,3,BG,quantile,0.75,925.60815
2026-02-25,ARI incidence,2026-03-15,4,BG,quantile,0.75,946.69946
2026-02-25,ARI incidence,2026-02-22,1,CY,quantile,0.75,19918.096
2026-02-25,ARI incidence,2026-03-01,2,CY,quantile,0.75,19535.242
2026-02-25,ARI incidence,2026-03-08,3,CY,quantile,0.75,18806.771
2026-02-25,ARI incidence,2026-03-15,4,CY,quantile,0.75,18092.258
2026-02-25,ARI incidence,2026-02-22,1,CZ,quantile,0.75,1126.7827
2026-02-25,ARI incidence,2026-03-01,2,CZ,quantile,0.75,1132.2549
2026-02-25,ARI incidence,2026-03-08,3,CZ,quantile,0.75,1127.9476
2026-02-25,ARI incidence,2026-03-15,4,CZ,quantile,0.75,1116.478
2026-02-25,ARI incidence,2026-02-22,1,DE,quantile,0.75,1868.2804
2026-02-25,ARI incidence,2026-03-01,2,DE,quantile,0.75,1868.2147
2026-02-25,ARI incidence,2026-03-08,3,DE,quantile,0.75,1830.5181
2026-02-25,ARI incidence,2026-03-15,4,DE,quantile,0.75,1769.5823
2026-02-25,ARI incidence,2026-02-22,1,EE,quantile,0.75,311.93692
2026-02-25,ARI incidence,2026-03-01,2,EE,quantile,0.75,315.94543
2026-02-25,ARI incidence,2026-03-08,3,EE,quantile,0.75,315.66782
2026-02-25,ARI incidence,2026-03-15,4,EE,quantile,0.75,312.35785
2026-02-25,ARI incidence,2026-02-22,1,ES,quantile,0.75,475.70886
2026-02-25,ARI incidence,2026-03-01,2,ES,quantile,0.75,479.71146
2026-02-25,ARI incidence,2026-03-08,3,ES,quantile,0.75,486.66656
2026-02-25,ARI incidence,2026-03-15,4,ES,quantile,0.75,487.2311
2026-02-25,ARI incidence,2026-02-22,1,FI,quantile,0.75,3010.5356
2026-02-25,ARI incidence,2026-03-01,2,FI,quantile,0.75,3026.071
2026-02-25,ARI incidence,2026-03-08,3,FI,quantile,0.75,3004.5698
2026-02-25,ARI incidence,2026-03-15,4,FI,quantile,0.75,2983.2136
2026-02-25,ARI incidence,2026-02-22,1,FR,quantile,0.75,261.34842
2026-02-25,ARI incidence,2026-03-01,2,FR,quantile,0.75,214.96068
2026-02-25,ARI incidence,2026-03-08,3,FR,quantile,0.75,204.6173
2026-02-25,ARI incidence,2026-03-15,4,FR,quantile,0.75,197.92422
2026-02-25,ARI incidence,2026-02-22,1,HU,quantile,0.75,2977.5112
2026-02-25,ARI incidence,2026-03-01,2,HU,quantile,0.75,2945.7725
2026-02-25,ARI incidence,2026-03-08,3,HU,quantile,0.75,2792.9463
2026-02-25,ARI incidence,2026-03-15,4,HU,quantile,0.75,2454.328
2026-02-25,ARI incidence,2026-02-22,1,IE,quantile,0.75,75.28658
2026-02-25,ARI incidence,2026-03-01,2,IE,quantile,0.75,75.311264
2026-02-25,ARI incidence,2026-03-08,3,IE,quantile,0.75,75.20627
2026-02-25,ARI incidence,2026-03-15,4,IE,quantile,0.75,73.73797
2026-02-25,ARI incidence,2026-02-22,1,IS,quantile,0.75,89.86151
2026-02-25,ARI incidence,2026-03-01,2,IS,quantile,0.75,94.225204
2026-02-25,ARI incidence,2026-03-08,3,IS,quantile,0.75,97.11458
2026-02-25,ARI incidence,2026-03-15,4,IS,quantile,0.75,98.592896
2026-02-25,ARI incidence,2026-02-22,1,IT,quantile,0.75,866.2087
2026-02-25,ARI incidence,2026-03-01,2,IT,quantile,0.75,858.73816
2026-02-25,ARI incidence,2026-03-08,3,IT,quantile,0.75,859.08514
2026-02-25,ARI incidence,2026-03-15,4,IT,quantile,0.75,856.2938
2026-02-25,ARI incidence,2026-02-22,1,LT,quantile,0.75,1181.7899
2026-02-25,ARI incidence,2026-03-01,2,LT,quantile,0.75,1212.5952
2026-02-25,ARI incidence,2026-03-08,3,LT,quantile,0.75,1233.0776
2026-02-25,ARI incidence,2026-03-15,4,LT,quantile,0.75,1230.9626
2026-02-25,ARI incidence,2026-02-22,1,LU,quantile,0.75,17145.527
2026-02-25,ARI incidence,2026-03-01,2,LU,quantile,0.75,16963.064
2026-02-25,ARI incidence,2026-03-08,3,LU,quantile,0.75,16953.697
2026-02-25,ARI incidence,2026-03-15,4,LU,quantile,0.75,16814.166
2026-02-25,ARI incidence,2026-02-22,1,LV,quantile,0.75,1761.017
2026-02-25,ARI incidence,2026-03-01,2,LV,quantile,0.75,1823.7985
2026-02-25,ARI incidence,2026-03-08,3,LV,quantile,0.75,1795.8748
2026-02-25,ARI incidence,2026-03-15,4,LV,quantile,0.75,1689.0135
2026-02-25,ARI incidence,2026-02-22,1,NL,quantile,0.75,220.60266
2026-02-25,ARI incidence,2026-03-01,2,NL,quantile,0.75,221.76215
2026-02-25,ARI incidence,2026-03-08,3,NL,quantile,0.75,218.7365
2026-02-25,ARI incidence,2026-03-15,4,NL,quantile,0.75,217.36725
2026-02-25,ARI incidence,2026-02-22,1,PT,quantile,0.75,64.262085
2026-02-25,ARI incidence,2026-03-01,2,PT,quantile,0.75,59.638313
2026-02-25,ARI incidence,2026-03-08,3,PT,quantile,0.75,54.40958
2026-02-25,ARI incidence,2026-03-15,4,PT,quantile,0.75,55.19658
2026-02-25,ARI incidence,2026-02-22,1,RO,quantile,0.75,871.77686
2026-02-25,ARI incidence,2026-03-01,2,RO,quantile,0.75,851.85754
2026-02-25,ARI incidence,2026-03-08,3,RO,quantile,0.75,872.97577
2026-02-25,ARI incidence,2026-03-15,4,RO,quantile,0.75,934.6075
2026-02-25,ARI incidence,2026-02-22,1,SI,quantile,0.75,1729.8058
2026-02-25,ARI incidence,2026-03-01,2,SI,quantile,0.75,1751.893
2026-02-25,ARI incidence,2026-03-08,3,SI,quantile,0.75,1733.0583
2026-02-25,ARI incidence,2026-03-15,4,SI,quantile,0.75,1730.4617
2026-02-25,ARI incidence,2026-02-22,1,SK,quantile,0.75,1919.1545
2026-02-25,ARI incidence,2026-03-01,2,SK,quantile,0.75,1876.6316
2026-02-25,ARI incidence,2026-03-08,3,SK,quantile,0.75,1829.7678
2026-02-25,ARI incidence,2026-03-15,4,SK,quantile,0.75,1799.4791
2026-02-25,ARI incidence,2026-02-22,1,GB-ENG,quantile,0.75,315.1189
2026-02-25,ARI incidence,2026-03-01,2,GB-ENG,quantile,0.75,311.6505
2026-02-25,ARI incidence,2026-03-08,3,GB-ENG,quantile,0.75,307.50128
2026-02-25,ARI incidence,2026-03-15,4,GB-ENG,quantile,0.75,299.0147
2026-02-25,ARI incidence,2026-02-22,1,GB-NIR,quantile,0.75,209.42374
2026-02-25,ARI incidence,2026-03-01,2,GB-NIR,quantile,0.75,208.35048
2026-02-25,ARI incidence,2026-03-08,3,GB-NIR,quantile,0.75,207.30211
2026-02-25,ARI incidence,2026-03-15,4,GB-NIR,quantile,0.75,204.90237
2026-02-25,ARI incidence,2026-02-22,1,GB-SCT,quantile,0.75,202.11513
2026-02-25,ARI incidence,2026-03-01,2,GB-SCT,quantile,0.75,206.58264
2026-02-25,ARI incidence,2026-03-08,3,GB-SCT,quantile,0.75,207.60773
2026-02-25,ARI incidence,2026-03-15,4,GB-SCT,quantile,0.75,203.75824
2026-02-25,ARI incidence,2026-02-22,1,GB-WLS,quantile,0.75,177.86418
2026-02-25,ARI incidence,2026-03-01,2,GB-WLS,quantile,0.75,179.69563
2026-02-25,ARI incidence,2026-03-08,3,GB-WLS,quantile,0.75,181.5738
2026-02-25,ARI incidence,2026-03-15,4,GB-WLS,quantile,0.75,179.56468
2026-02-25,ARI incidence,2026-02-22,1,BG,quantile,0.8,1035.4175
2026-02-25,ARI incidence,2026-03-01,2,BG,quantile,0.8,988.0769
2026-02-25,ARI incidence,2026-03-08,3,BG,quantile,0.8,947.6672
2026-02-25,ARI incidence,2026-03-15,4,BG,quantile,0.8,970.5187
2026-02-25,ARI incidence,2026-02-22,1,CY,quantile,0.8,20693.17
2026-02-25,ARI incidence,2026-03-01,2,CY,quantile,0.8,20392.574
2026-02-25,ARI incidence,2026-03-08,3,CY,quantile,0.8,19705.92
2026-02-25,ARI incidence,2026-03-15,4,CY,quantile,0.8,19019.523
2026-02-25,ARI incidence,2026-02-22,1,CZ,quantile,0.8,1139.6659
2026-02-25,ARI incidence,2026-03-01,2,CZ,quantile,0.8,1148.645
2026-02-25,ARI incidence,2026-03-08,3,CZ,quantile,0.8,1147.5444
2026-02-25,ARI incidence,2026-03-15,4,CZ,quantile,0.8,1141.2955
2026-02-25,ARI incidence,2026-02-22,1,DE,quantile,0.8,1904.3865
