origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.15,308.24298
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.15,279.88037
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.15,258.60855
2026-02-25,ILI incidence,2026-02-22,1,ES,quantile,0.15,13.446871
2026-02-25,ILI incidence,2026-03-01,2,ES,quantile,0.15,11.688892
2026-02-25,ILI incidence,2026-03-08,3,ES,quantile,0.15,10.106586
2026-02-25,ILI incidence,2026-03-15,4,ES,quantile,0.15,9.310492
2026-02-25,ILI incidence,2026-02-22,1,FI,quantile,0.15,43.65133
2026-02-25,ILI incidence,2026-03-01,2,FI,quantile,0.15,35.13534
2026-02-25,ILI incidence,2026-03-08,3,FI,quantile,0.15,30.15088
2026-02-25,ILI incidence,2026-03-15,4,FI,quantile,0.15,26.115852
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.15,121.56236
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.15,96.064156
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.15,78.16165
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.15,64.032265
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.15,608.12964
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.15,556.8941
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.15,528.45593
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.15,490.44757
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.15,2.421072
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.15,0.92407036
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.15,0.24411964
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.15,0.0
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.15,584.7322
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.15,504.38965
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.15,429.87195
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.15,352.69598
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.15,8.080486
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.15,7.2042446
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.15,6.289694
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.15,5.5083895
2026-02-25,ILI incidence,2026-02-22,1,IS,quantile,0.15,3.4907575
2026-02-25,ILI incidence,2026-03-01,2,IS,quantile,0.15,3.029121
2026-02-25,ILI incidence,2026-03-08,3,IS,quantile,0.15,2.5261185
2026-02-25,ILI incidence,2026-03-15,4,IS,quantile,0.15,2.1378088
2026-02-25,ILI incidence,2026-02-22,1,IT,quantile,0.15,498.66403
2026-02-25,ILI incidence,2026-03-01,2,IT,quantile,0.15,470.75244
2026-02-25,ILI incidence,2026-03-08,3,IT,quantile,0.15,448.57193
2026-02-25,ILI incidence,2026-03-15,4,IT,quantile,0.15,433.88956
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.15,213.63976
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.15,169.55853
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.15,134.96155
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.15,112.58765
2026-02-25,ILI incidence,2026-02-22,1,LU,quantile,0.15,3846.9746
2026-02-25,ILI incidence,2026-03-01,2,LU,quantile,0.15,3062.1436
2026-02-25,ILI incidence,2026-03-08,3,LU,quantile,0.15,2577.6875
2026-02-25,ILI incidence,2026-03-15,4,LU,quantile,0.15,2115.309
2026-02-25,ILI incidence,2026-02-22,1,LV,quantile,0.15,229.78403
2026-02-25,ILI incidence,2026-03-01,2,LV,quantile,0.15,181.88481
2026-02-25,ILI incidence,2026-03-08,3,LV,quantile,0.15,139.84946
2026-02-25,ILI incidence,2026-03-15,4,LV,quantile,0.15,105.131775
2026-02-25,ILI incidence,2026-02-22,1,MT,quantile,0.15,5989.759
2026-02-25,ILI incidence,2026-03-01,2,MT,quantile,0.15,5394.9136
2026-02-25,ILI incidence,2026-03-08,3,MT,quantile,0.15,4962.3647
2026-02-25,ILI incidence,2026-03-15,4,MT,quantile,0.15,4603.027
2026-02-25,ILI incidence,2026-02-22,1,NL,quantile,0.15,53.92885
2026-02-25,ILI incidence,2026-03-01,2,NL,quantile,0.15,38.519165
2026-02-25,ILI incidence,2026-03-08,3,NL,quantile,0.15,29.385603
2026-02-25,ILI incidence,2026-03-15,4,NL,quantile,0.15,22.519526
2026-02-25,ILI incidence,2026-02-22,1,NO,quantile,0.15,55.20457
2026-02-25,ILI incidence,2026-03-01,2,NO,quantile,0.15,49.056595
2026-02-25,ILI incidence,2026-03-08,3,NO,quantile,0.15,42.40473
2026-02-25,ILI incidence,2026-03-15,4,NO,quantile,0.15,35.911762
2026-02-25,ILI incidence,2026-02-22,1,PL,quantile,0.15,431.7493
2026-02-25,ILI incidence,2026-03-01,2,PL,quantile,0.15,385.24445
2026-02-25,ILI incidence,2026-03-08,3,PL,quantile,0.15,350.6735
2026-02-25,ILI incidence,2026-03-15,4,PL,quantile,0.15,321.3794
2026-02-25,ILI incidence,2026-02-22,1,PT,quantile,0.15,2.0384674
2026-02-25,ILI incidence,2026-03-01,2,PT,quantile,0.15,1.1641865
2026-02-25,ILI incidence,2026-03-08,3,PT,quantile,0.15,0.0
2026-02-25,ILI incidence,2026-03-15,4,PT,quantile,0.15,0.0
2026-02-25,ILI incidence,2026-02-22,1,RO,quantile,0.15,7.9253016
2026-02-25,ILI incidence,2026-03-01,2,RO,quantile,0.15,6.289758
2026-02-25,ILI incidence,2026-03-08,3,RO,quantile,0.15,5.225367
2026-02-25,ILI incidence,2026-03-15,4,RO,quantile,0.15,3.8457737
2026-02-25,ILI incidence,2026-02-22,1,SI,quantile,0.15,3.9404926
2026-02-25,ILI incidence,2026-03-01,2,SI,quantile,0.15,2.6877537
2026-02-25,ILI incidence,2026-03-08,3,SI,quantile,0.15,1.6829376
2026-02-25,ILI incidence,2026-03-15,4,SI,quantile,0.15,0.57704353
2026-02-25,ILI incidence,2026-02-22,1,SK,quantile,0.15,232.58676
2026-02-25,ILI incidence,2026-03-01,2,SK,quantile,0.15,199.23083
2026-02-25,ILI incidence,2026-03-08,3,SK,quantile,0.15,182.28343
2026-02-25,ILI incidence,2026-03-15,4,SK,quantile,0.15,165.11272
2026-02-25,ILI incidence,2026-02-22,1,CH,quantile,0.15,83.2431
2026-02-25,ILI incidence,2026-03-01,2,CH,quantile,0.15,62.84623
2026-02-25,ILI incidence,2026-03-08,3,CH,quantile,0.15,49.784225
2026-02-25,ILI incidence,2026-03-15,4,CH,quantile,0.15,38.77474
2026-02-25,ILI incidence,2026-02-22,1,GB-ENG,quantile,0.15,4.4015055
2026-02-25,ILI incidence,2026-03-01,2,GB-ENG,quantile,0.15,3.8465917
2026-02-25,ILI incidence,2026-03-08,3,GB-ENG,quantile,0.15,3.3711698
2026-02-25,ILI incidence,2026-03-15,4,GB-ENG,quantile,0.15,2.9862466
2026-02-25,ILI incidence,2026-02-22,1,GB-NIR,quantile,0.15,4.4737487
2026-02-25,ILI incidence,2026-03-01,2,GB-NIR,quantile,0.15,4.0371704
2026-02-25,ILI incidence,2026-03-08,3,GB-NIR,quantile,0.15,3.595274
2026-02-25,ILI incidence,2026-03-15,4,GB-NIR,quantile,0.15,3.2935762
2026-02-25,ILI incidence,2026-02-22,1,GB-SCT,quantile,0.15,4.9428005
2026-02-25,ILI incidence,2026-03-01,2,GB-SCT,quantile,0.15,4.1228075
2026-02-25,ILI incidence,2026-03-08,3,GB-SCT,quantile,0.15,3.520657
2026-02-25,ILI incidence,2026-03-15,4,GB-SCT,quantile,0.15,3.0467558
2026-02-25,ILI incidence,2026-02-22,1,GB-WLS,quantile,0.15,3.7226882
2026-02-25,ILI incidence,2026-03-01,2,GB-WLS,quantile,0.15,3.0577884
2026-02-25,ILI incidence,2026-03-08,3,GB-WLS,quantile,0.15,2.5061564
2026-02-25,ILI incidence,2026-03-15,4,GB-WLS,quantile,0.15,2.1908774
2026-02-25,ILI incidence,2026-02-22,1,AT,quantile,0.2,2152.049
2026-02-25,ILI incidence,2026-03-01,2,AT,quantile,0.2,2021.8606
2026-02-25,ILI incidence,2026-03-08,3,AT,quantile,0.2,1903.4531
2026-02-25,ILI incidence,2026-03-15,4,AT,quantile,0.2,1787.0385
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.2,273.69986
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.2,208.31894
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.2,160.03824
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.2,115.20091
2026-02-25,ILI incidence,2026-02-22,1,CZ,quantile,0.2,31.28278
2026-02-25,ILI incidence,2026-03-01,2,CZ,quantile,0.2,26.322691
2026-02-25,ILI incidence,2026-03-08,3,CZ,quantile,0.2,22.48701
2026-02-25,ILI incidence,2026-03-15,4,CZ,quantile,0.2,19.578278
2026-02-25,ILI incidence,2026-02-22,1,DK,quantile,0.2,111.718796
2026-02-25,ILI incidence,2026-03-01,2,DK,quantile,0.2,105.57083
2026-02-25,ILI incidence,2026-03-08,3,DK,quantile,0.2,101.2199
2026-02-25,ILI incidence,2026-03-15,4,DK,quantile,0.2,97.38621
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.2,361.513
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.2,325.17847
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.2,297.9205
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.2,276.21753
2026-02-25,ILI incidence,2026-02-22,1,ES,quantile,0.2,13.95351
2026-02-25,ILI incidence,2026-03-01,2,ES,quantile,0.2,12.406425
2026-02-25,ILI incidence,2026-03-08,3,ES,quantile,0.2,10.963001
2026-02-25,ILI incidence,2026-03-15,4,ES,quantile,0.2,10.228107
2026-02-25,ILI incidence,2026-02-22,1,FI,quantile,0.2,48.50886
2026-02-25,ILI incidence,2026-03-01,2,FI,quantile,0.2,40.286766
2026-02-25,ILI incidence,2026-03-08,3,FI,quantile,0.2,35.237446
2026-02-25,ILI incidence,2026-03-15,4,FI,quantile,0.2,31.267254
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.2,128.32205
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.2,103.41454
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.2,85.10297
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.2,70.1333
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.2,630.407
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.2,587.102
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.2,561.4821
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.2,525.68823
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.2,2.9189148
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.2,1.3965054
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.2,0.6648731
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.2,0.1135025
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.2,605.9513
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.2,532.246
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.2,459.823
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.2,377.5686
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.2,8.580355
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.2,7.7443647
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.2,6.863799
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.2,6.079088
2026-02-25,ILI incidence,2026-02-22,1,IS,quantile,0.2,3.8200572
2026-02-25,ILI incidence,2026-03-01,2,IS,quantile,0.2,3.382262
2026-02-25,ILI incidence,2026-03-08,3,IS,quantile,0.2,2.9168022
2026-02-25,ILI incidence,2026-03-15,4,IS,quantile,0.2,2.491353
2026-02-25,ILI incidence,2026-02-22,1,IT,quantile,0.2,535.22253
2026-02-25,ILI incidence,2026-03-01,2,IT,quantile,0.2,505.373
2026-02-25,ILI incidence,2026-03-08,3,IT,quantile,0.2,485.00153
2026-02-25,ILI incidence,2026-03-15,4,IT,quantile,0.2,467.24237
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.2,224.62186
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.2,186.27995
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.2,153.25754
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.2,130.00208
2026-02-25,ILI incidence,2026-02-22,1,LU,quantile,0.2,4255.4507
2026-02-25,ILI incidence,2026-03-01,2,LU,quantile,0.2,3515.7607
2026-02-25,ILI incidence,2026-03-08,3,LU,quantile,0.2,2996.818
2026-02-25,ILI incidence,2026-03-15,4,LU,quantile,0.2,2512.623
2026-02-25,ILI incidence,2026-02-22,1,LV,quantile,0.2,238.32257
2026-02-25,ILI incidence,2026-03-01,2,LV,quantile,0.2,197.69553
2026-02-25,ILI incidence,2026-03-08,3,LV,quantile,0.2,157.4877
2026-02-25,ILI incidence,2026-03-15,4,LV,quantile,0.2,120.604454
2026-02-25,ILI incidence,2026-02-22,1,MT,quantile,0.2,6345.7085
2026-02-25,ILI incidence,2026-03-01,2,MT,quantile,0.2,5805.4644
2026-02-25,ILI incidence,2026-03-08,3,MT,quantile,0.2,5375.628
2026-02-25,ILI incidence,2026-03-15,4,MT,quantile,0.2,5019.4604
2026-02-25,ILI incidence,2026-02-22,1,NL,quantile,0.2,56.515354
2026-02-25,ILI incidence,2026-03-01,2,NL,quantile,0.2,41.587082
2026-02-25,ILI incidence,2026-03-08,3,NL,quantile,0.2,32.276184
2026-02-25,ILI incidence,2026-03-15,4,NL,quantile,0.2,25.203852
2026-02-25,ILI incidence,2026-02-22,1,NO,quantile,0.2,56.95063
2026-02-25,ILI incidence,2026-03-01,2,NO,quantile,0.2,52.033207
2026-02-25,ILI incidence,2026-03-08,3,NO,quantile,0.2,45.96402
2026-02-25,ILI incidence,2026-03-15,4,NO,quantile,0.2,39.830437
2026-02-25,ILI incidence,2026-02-22,1,PL,quantile,0.2,450.81683
2026-02-25,ILI incidence,2026-03-01,2,PL,quantile,0.2,407.60077
2026-02-25,ILI incidence,2026-03-08,3,PL,quantile,0.2,372.8764
2026-02-25,ILI incidence,2026-03-15,4,PL,quantile,0.2,343.07495
2026-02-25,ILI incidence,2026-02-22,1,PT,quantile,0.2,5.5899715
2026-02-25,ILI incidence,2026-03-01,2,PT,quantile,0.2,4.5855103
2026-02-25,ILI incidence,2026-03-08,3,PT,quantile,0.2,2.7775536
2026-02-25,ILI incidence,2026-03-15,4,PT,quantile,0.2,2.6463623
2026-02-25,ILI incidence,2026-02-22,1,RO,quantile,0.2,9.100399
2026-02-25,ILI incidence,2026-03-01,2,RO,quantile,0.2,7.512542
2026-02-25,ILI incidence,2026-03-08,3,RO,quantile,0.2,6.3087053
2026-02-25,ILI incidence,2026-03-15,4,RO,quantile,0.2,4.8372655
2026-02-25,ILI incidence,2026-02-22,1,SI,quantile,0.2,4.9052944
2026-02-25,ILI incidence,2026-03-01,2,SI,quantile,0.2,3.8111706
2026-02-25,ILI incidence,2026-03-08,3,SI,quantile,0.2,2.6976738
2026-02-25,ILI incidence,2026-03-15,4,SI,quantile,0.2,1.7324963
2026-02-25,ILI incidence,2026-02-22,1,SK,quantile,0.2,241.76236
2026-02-25,ILI incidence,2026-03-01,2,SK,quantile,0.2,209.73145
2026-02-25,ILI incidence,2026-03-08,3,SK,quantile,0.2,192.71938
2026-02-25,ILI incidence,2026-03-15,4,SK,quantile,0.2,175.77768
2026-02-25,ILI incidence,2026-02-22,1,CH,quantile,0.2,89.62395
2026-02-25,ILI incidence,2026-03-01,2,CH,quantile,0.2,68.60904
2026-02-25,ILI incidence,2026-03-08,3,CH,quantile,0.2,54.573456
2026-02-25,ILI incidence,2026-03-15,4,CH,quantile,0.2,42.331726
2026-02-25,ILI incidence,2026-02-22,1,GB-ENG,quantile,0.2,4.6432176
2026-02-25,ILI incidence,2026-03-01,2,GB-ENG,quantile,0.2,4.1079044
2026-02-25,ILI incidence,2026-03-08,3,GB-ENG,quantile,0.2,3.6015406
2026-02-25,ILI incidence,2026-03-15,4,GB-ENG,quantile,0.2,3.1915054
2026-02-25,ILI incidence,2026-02-22,1,GB-NIR,quantile,0.2,4.7143173
2026-02-25,ILI incidence,2026-03-01,2,GB-NIR,quantile,0.2,4.2914906
2026-02-25,ILI incidence,2026-03-08,3,GB-NIR,quantile,0.2,3.8580167
2026-02-25,ILI incidence,2026-03-15,4,GB-NIR,quantile,0.2,3.5742674
2026-02-25,ILI incidence,2026-02-22,1,GB-SCT,quantile,0.2,5.367782
2026-02-25,ILI incidence,2026-03-01,2,GB-SCT,quantile,0.2,4.5350285
2026-02-25,ILI incidence,2026-03-08,3,GB-SCT,quantile,0.2,3.9353836
2026-02-25,ILI incidence,2026-03-15,4,GB-SCT,quantile,0.2,3.4256172
2026-02-25,ILI incidence,2026-02-22,1,GB-WLS,quantile,0.2,4.229393
2026-02-25,ILI incidence,2026-03-01,2,GB-WLS,quantile,0.2,3.535118
2026-02-25,ILI incidence,2026-03-08,3,GB-WLS,quantile,0.2,2.9463825
2026-02-25,ILI incidence,2026-03-15,4,GB-WLS,quantile,0.2,2.6126995
2026-02-25,ILI incidence,2026-02-22,1,AT,quantile,0.25,2225.4087
2026-02-25,ILI incidence,2026-03-01,2,AT,quantile,0.25,2107.5376
2026-02-25,ILI incidence,2026-03-08,3,AT,quantile,0.25,1995.4836
2026-02-25,ILI incidence,2026-03-15,4,AT,quantile,0.25,1878.1414
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.25,289.98184
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.25,224.53502
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.25,175.54065
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.25,129.40182
2026-02-25,ILI incidence,2026-02-22,1,CZ,quantile,0.25,32.29402
2026-02-25,ILI incidence,2026-03-01,2,CZ,quantile,0.25,27.83564
2026-02-25,ILI incidence,2026-03-08,3,CZ,quantile,0.25,24.201689
2026-02-25,ILI incidence,2026-03-15,4,CZ,quantile,0.25,21.136162
2026-02-25,ILI incidence,2026-02-22,1,DK,quantile,0.25,117.29797
2026-02-25,ILI incidence,2026-03-01,2,DK,quantile,0.25,111.78288
2026-02-25,ILI incidence,2026-03-08,3,DK,quantile,0.25,107.89617
2026-02-25,ILI incidence,2026-03-15,4,DK,quantile,0.25,104.48977
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.25,373.2305
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.25,339.0281
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.25,312.78503
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.25,290.58636
2026-02-25,ILI incidence,2026-02-22,1,ES,quantile,0.25,14.353312
2026-02-25,ILI incidence,2026-03-01,2,ES,quantile,0.25,12.979181
2026-02-25,ILI incidence,2026-03-08,3,ES,quantile,0.25,11.679407
2026-02-25,ILI incidence,2026-03-15,4,ES,quantile,0.25,10.980249
2026-02-25,ILI incidence,2026-02-22,1,FI,quantile,0.25,52.688904
2026-02-25,ILI incidence,2026-03-01,2,FI,quantile,0.25,44.87401
2026-02-25,ILI incidence,2026-03-08,3,FI,quantile,0.25,40.033348
2026-02-25,ILI incidence,2026-03-15,4,FI,quantile,0.25,36.19139
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.25,133.96887
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.25,109.64114
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.25,91.5161
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.25,75.99388
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.25,649.2392
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.25,611.9814
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.25,589.6768
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.25,555.31085
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.25,3.3543873
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.25,1.8237305
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.25,1.0491982
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.25,0.46858025
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.25,623.6482
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.25,555.09875
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.25,484.6477
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.25,398.32156
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.25,8.984936
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.25,8.185793
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.25,7.3610435
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.25,6.567626
2026-02-25,ILI incidence,2026-02-22,1,IS,quantile,0.25,4.0884213
2026-02-25,ILI incidence,2026-03-01,2,IS,quantile,0.25,3.6867566
2026-02-25,ILI incidence,2026-03-08,3,IS,quantile,0.25,3.2674544
2026-02-25,ILI incidence,2026-03-15,4,IS,quantile,0.25,2.8045084
2026-02-25,ILI incidence,2026-02-22,1,IT,quantile,0.25,565.5794
2026-02-25,ILI incidence,2026-03-01,2,IT,quantile,0.25,534.2963
2026-02-25,ILI incidence,2026-03-08,3,IT,quantile,0.25,515.95703
2026-02-25,ILI incidence,2026-03-15,4,IT,quantile,0.25,495.31906
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.25,233.32402
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.25,199.80455
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.25,169.14354
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.25,145.0466
2026-02-25,ILI incidence,2026-02-22,1,LU,quantile,0.25,4610.4497
2026-02-25,ILI incidence,2026-03-01,2,LU,quantile,0.25,3908.9158
2026-02-25,ILI incidence,2026-03-08,3,LU,quantile,0.25,3384.8987
2026-02-25,ILI incidence,2026-03-15,4,LU,quantile,0.25,2871.5098
2026-02-25,ILI incidence,2026-02-22,1,LV,quantile,0.25,245.37009
2026-02-25,ILI incidence,2026-03-01,2,LV,quantile,0.25,210.47324
2026-02-25,ILI incidence,2026-03-08,3,LV,quantile,0.25,172.50754
2026-02-25,ILI incidence,2026-03-15,4,LV,quantile,0.25,134.42981
2026-02-25,ILI incidence,2026-02-22,1,MT,quantile,0.25,6650.4277
2026-02-25,ILI incidence,2026-03-01,2,MT,quantile,0.25,6158.7607
2026-02-25,ILI incidence,2026-03-08,3,MT,quantile,0.25,5735.603
2026-02-25,ILI incidence,2026-03-15,4,MT,quantile,0.25,5376.0146
2026-02-25,ILI incidence,2026-02-22,1,NL,quantile,0.25,58.60318
2026-02-25,ILI incidence,2026-03-01,2,NL,quantile,0.25,44.207397
2026-02-25,ILI incidence,2026-03-08,3,NL,quantile,0.25,34.839783
2026-02-25,ILI incidence,2026-03-15,4,NL,quantile,0.25,27.659962
2026-02-25,ILI incidence,2026-02-22,1,NO,quantile,0.25,58.39202
2026-02-25,ILI incidence,2026-03-01,2,NO,quantile,0.25,54.4503
2026-02-25,ILI incidence,2026-03-08,3,NO,quantile,0.25,49.030064
2026-02-25,ILI incidence,2026-03-15,4,NO,quantile,0.25,43.154266
2026-02-25,ILI incidence,2026-02-22,1,PL,quantile,0.25,467.03662
2026-02-25,ILI incidence,2026-03-01,2,PL,quantile,0.25,426.39178
2026-02-25,ILI incidence,2026-03-08,3,PL,quantile,0.25,392.15192
2026-02-25,ILI incidence,2026-03-15,4,PL,quantile,0.25,361.59033
2026-02-25,ILI incidence,2026-02-22,1,PT,quantile,0.25,8.794982
2026-02-25,ILI incidence,2026-03-01,2,PT,quantile,0.25,7.6777267
2026-02-25,ILI incidence,2026-03-08,3,PT,quantile,0.25,5.598425
2026-02-25,ILI incidence,2026-03-15,4,PT,quantile,0.25,5.641925
2026-02-25,ILI incidence,2026-02-22,1,RO,quantile,0.25,10.150416
2026-02-25,ILI incidence,2026-03-01,2,RO,quantile,0.25,8.611387
2026-02-25,ILI incidence,2026-03-08,3,RO,quantile,0.25,7.369005
2026-02-25,ILI incidence,2026-03-15,4,RO,quantile,0.25,5.8400874
2026-02-25,ILI incidence,2026-02-22,1,SI,quantile,0.25,5.7891445
2026-02-25,ILI incidence,2026-03-01,2,SI,quantile,0.25,4.8774548
2026-02-25,ILI incidence,2026-03-08,3,SI,quantile,0.25,3.729107
2026-02-25,ILI incidence,2026-03-15,4,SI,quantile,0.25,2.884346
2026-02-25,ILI incidence,2026-02-22,1,SK,quantile,0.25,249.7377
2026-02-25,ILI incidence,2026-03-01,2,SK,quantile,0.25,218.50063
2026-02-25,ILI incidence,2026-03-08,3,SK,quantile,0.25,201.69899
2026-02-25,ILI incidence,2026-03-15,4,SK,quantile,0.25,184.78476
2026-02-25,ILI incidence,2026-02-22,1,CH,quantile,0.25,94.92265
2026-02-25,ILI incidence,2026-03-01,2,CH,quantile,0.25,73.5323
2026-02-25,ILI incidence,2026-03-08,3,CH,quantile,0.25,58.872604
2026-02-25,ILI incidence,2026-03-15,4,CH,quantile,0.25,45.441574
2026-02-25,ILI incidence,2026-02-22,1,GB-ENG,quantile,0.25,4.8473725
2026-02-25,ILI incidence,2026-03-01,2,GB-ENG,quantile,0.25,4.3322115
2026-02-25,ILI incidence,2026-03-08,3,GB-ENG,quantile,0.25,3.8041425
2026-02-25,ILI incidence,2026-03-15,4,GB-ENG,quantile,0.25,3.375466
2026-02-25,ILI incidence,2026-02-22,1,GB-NIR,quantile,0.25,4.904557
2026-02-25,ILI incidence,2026-03-01,2,GB-NIR,quantile,0.25,4.494817
2026-02-25,ILI incidence,2026-03-08,3,GB-NIR,quantile,0.25,4.0774493
2026-02-25,ILI incidence,2026-03-15,4,GB-NIR,quantile,0.25,3.8014777
2026-02-25,ILI incidence,2026-02-22,1,GB-SCT,quantile,0.25,5.7189503
2026-02-25,ILI incidence,2026-03-01,2,GB-SCT,quantile,0.25,4.885727
2026-02-25,ILI incidence,2026-03-08,3,GB-SCT,quantile,0.25,4.299698
2026-02-25,ILI incidence,2026-03-15,4,GB-SCT,quantile,0.25,3.7544746
2026-02-25,ILI incidence,2026-02-22,1,GB-WLS,quantile,0.25,4.6713915
2026-02-25,ILI incidence,2026-03-01,2,GB-WLS,quantile,0.25,3.9521437
2026-02-25,ILI incidence,2026-03-08,3,GB-WLS,quantile,0.25,3.337998
2026-02-25,ILI incidence,2026-03-15,4,GB-WLS,quantile,0.25,2.978198
2026-02-25,ILI incidence,2026-02-22,1,AT,quantile,0.3,2290.7217
2026-02-25,ILI incidence,2026-03-01,2,AT,quantile,0.3,2186.4446
2026-02-25,ILI incidence,2026-03-08,3,AT,quantile,0.3,2082.938
2026-02-25,ILI incidence,2026-03-15,4,AT,quantile,0.3,1967.2059
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.3,304.54785
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.3,239.63585
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.3,190.91194
